notification_id,event_id,event_type,user_id,source_user_id,post_id,comment_id,created_at,device,delivery_channel,priority,seen,status,app_version,country,latency_ms,motivo_rechazo,rechazado
N00884,E00884,LIKE,U0091,U0168,P0047,,2026-04-27 15:45:54,WEB,IN_APP,LOW,False,PENDING,1.0.0,MX,12537,,0
N01539,E01539,LIKE,U0147,U0132,P0026,,2026-04-26 08:19:37,WEB,EMAIL,MEDIUM,False,FAILED,1.0.0,MX,14338,,0
N00707,E00707,COMMENT,U0130,U0157,P0048,C00707,2026-04-13 10:52:50,MOBILE,EMAIL,MEDIUM,False,PENDING,1.0.0,PE,19702,,0
N01811,E01811,COMMENT,U0103,U0001,P0017,C01811,2026-04-11 21:03:37,ANDROID,EMAIL,MEDIUM,True,SENT,1.0.0,MX,9540,device fuera de dominio,1
N01491,E01491,COMMENT,U0046,U0042,P0010,C01491,2026-04-07 15:21:32,MOBILE,IN_APP,HIGH,False,SENT,1.2.0,PE,8929,,0
N00605,E00605,COMMENT,U0109,U0006,P0008,C00605,2026-04-09 10:47:44,WEB,PUSH,MEDIUM,False,SENT,2.0.0,AR,6797,,0
N01856,E01856,FOLLOW,U0080,U0146,,,2026-04-07 21:56:42,MOBILE,WHATSAPP,LOW,True,PENDING,1.1.0,MX,6246,delivery_channel fuera de dominio,1
N00953,E00953,FOLLOW,U0141,U0108,,,2026-05-07 12:07:27,WEB,EMAIL,MEDIUM,False,FAILED,1.2.0,AR,4837,,0
N01036,E01036,COMMENT,U0039,U0151,P0020,C01036,2026-05-01 16:05:28,WEB,IN_APP,LOW,False,FAILED,1.2.0,CL,4802,,0
N00799,E00799,COMMENT,U0109,U0175,P0030,C00799,2026-04-15 21:16:58,WEB,IN_APP,HIGH,True,PENDING,1.1.0,PE,3212,,0
N01937,E01937,LIKE,U0145,U0191,,,2026-04-23 15:18:34,WEB,IN_APP,MEDIUM,False,FAILED,1.2.0,CL,21705,LIKE debe tener post_id,1
N01628,E01628,COMMENT,U0164,U0103,P0019,C01628,2026-04-14 12:49:47,WEB,EMAIL,LOW,True,SENT,1.2.0,AR,3863,,0
N00879,E00879,COMMENT,U0048,U0061,P0035,C00879,2026-04-11 17:43:28,MOBILE,EMAIL,HIGH,False,SENT,1.0.0,AR,4842,,0
N00265,E00265,LIKE,U0182,U0172,P0041,,2026-04-09 13:28:00,MOBILE,IN_APP,MEDIUM,True,FAILED,1.0.0,PE,8610,,0
N00008,E00008,LIKE,U0146,U0184,P0021,,2026-04-17 15:25:56,WEB,PUSH,HIGH,True,PENDING,1.1.0,AR,24611,,0
N00362,E00362,COMMENT,U0154,U0112,P0006,C00362,2026-04-29 11:23:05,MOBILE,PUSH,HIGH,False,PENDING,1.2.0,CL,5943,,0
N01476,E01476,FOLLOW,U0061,U0146,,,2026-05-03 09:41:42,MOBILE,PUSH,MEDIUM,False,SENT,1.1.0,AR,17143,duplicado_notification_id,1
N01444,E01444,LIKE,U0122,U0185,P0027,,2026-04-27 10:15:02,WEB,PUSH,MEDIUM,True,PENDING,1.2.0,CL,5625,duplicado_notification_id,1
N01708,E01708,FOLLOW,U0100,U0100,,,2026-05-02 09:01:51,WEB,PUSH,MEDIUM,False,FAILED,2.0.0,CL,16452,self-event: user_id igual a source_user_id,1
N01868,E01868,REPOST,U0182,U0042,P0021,,2026-04-07 09:42:12,WEB,PUSH,MEDIUM,False,SENT,1.0.0,CL,16459,event_type fuera de dominio,1
N00505,E00505,LIKE,U0041,U0008,P0032,,2026-05-04 09:57:15,WEB,IN_APP,HIGH,False,PENDING,1.1.0,PE,7738,,0
,E01759,COMMENT,U0179,U0192,P0010,C01759,2026-04-27 08:47:07,WEB,PUSH,MEDIUM,True,PENDING,1.0.0,CL,15939,notification_id vacio,1
N00308,E00308,LIKE,U0176,U0187,P0009,,2026-04-08 15:07:56,WEB,EMAIL,MEDIUM,True,SENT,1.2.0,PE,605,,0
N00521,E00521,FOLLOW,U0171,U0179,,,2026-04-11 16:28:29,MOBILE,IN_APP,MEDIUM,False,SENT,1.2.0,AR,16067,,0
N00386,E00386,FOLLOW,U0059,U0023,,,2026-04-28 13:26:16,WEB,EMAIL,LOW,True,SENT,1.1.0,PE,9596,,0
N00820,E00820,FOLLOW,U0140,U0199,,,2026-04-18 14:13:22,MOBILE,PUSH,LOW,True,PENDING,1.2.0,CL,10094,,0
N00759,E00759,COMMENT,U0015,U0092,P0001,C00759,2026-04-23 13:19:22,MOBILE,IN_APP,LOW,False,FAILED,1.1.0,MX,11817,,0
N01067,E01926,FOLLOW,U0105,U0072,,,2026-04-22 18:59:33,WEB,EMAIL,MEDIUM,False,PENDING,2.0.0,PE,3472,,0
N01663,E01663,COMMENT,U0079,U0069,P0031,C01663,2026-04-13 13:40:13,MOBILE,PUSH,MEDIUM,False,PENDING,1.2.0,CL,15314,,0
N00713,E00713,LIKE,U0155,U0149,P0043,,2026-05-07 09:49:05,WEB,PUSH,HIGH,False,FAILED,1.0.0,AR,14059,,0
N01981,E01981,LIKE,U0186,U0179,P0035,,2026-04-07 11:05:19,MOBILE,EMAIL,LOW,False,SENT,1.0.0,PE,-2920,latency_ms no puede ser negativo,1
N01250,E01250,COMMENT,U0116,U0035,P0021,C01250,2026-04-07 19:27:42,MOBILE,IN_APP,MEDIUM,True,SENT,1.2.0,MX,3254,,0
N01490,E01490,COMMENT,U0099,U0155,P0012,C01490,2026-05-04 16:43:51,MOBILE,PUSH,HIGH,False,SENT,2.0.0,AR,14478,,0
N01584,E01584,COMMENT,U0021,U0029,P0041,C01584,2026-04-17 13:08:36,WEB,IN_APP,HIGH,True,PENDING,1.1.0,CL,22964,,0
N00995,E00995,FOLLOW,U0164,U0026,,,2026-04-21 19:05:21,WEB,EMAIL,MEDIUM,False,SENT,1.1.0,PE,23845,,0
N01525,E01525,LIKE,U0111,U0180,P0011,,2026-04-17 20:38:46,MOBILE,PUSH,HIGH,True,PENDING,1.0.0,MX,23884,,0
N01563,E01563,LIKE,U0059,U0109,P0028,,2026-04-21 13:02:30,MOBILE,PUSH,MEDIUM,True,FAILED,2.0.0,CL,16959,,0
N01603,E01603,COMMENT,U0113,U0018,P0047,C01603,2026-05-04 18:57:27,WEB,IN_APP,MEDIUM,True,PENDING,2.0.0,AR,15875,,0
N00607,E00607,COMMENT,U0125,U0132,P0038,C00607,2026-04-18 18:57:52,MOBILE,IN_APP,MEDIUM,True,FAILED,1.0.0,MX,19087,,0
N01943,E01943,LIKE,U0035,U0118,P0047,,2026-04-30 18:30:07,MOBILE,PUSH,MEDIUM,True,SENT,0.0.0,MX,22459,SENT requiere app_version >= 1.0.0,1
N00815,E00815,LIKE,U0014,U0055,P0002,,2026-04-24 12:16:40,MOBILE,IN_APP,LOW,True,SENT,1.2.0,MX,2877,,0
N00004,E00004,COMMENT,U0012,U0187,P0030,C00004,2026-05-04 14:05:35,WEB,IN_APP,MEDIUM,True,FAILED,1.0.0,CL,21868,,0
N00204,E00204,LIKE,U0152,U0140,P0012,,2026-04-13 16:01:46,MOBILE,IN_APP,MEDIUM,False,PENDING,1.0.0,MX,22252,,0
N00274,E00274,COMMENT,U0138,U0176,P0031,C00274,2026-04-09 11:30:19,WEB,IN_APP,LOW,True,FAILED,1.1.0,CL,14914,,0
N00482,E00482,FOLLOW,U0070,U0086,,,2026-04-29 20:06:16,WEB,EMAIL,MEDIUM,True,FAILED,1.1.0,PE,22407,,0
,E01784,LIKE,U0029,U0113,P0011,,2026-04-29 20:28:27,MOBILE,IN_APP,LOW,True,FAILED,1.0.0,MX,24980,notification_id vacio,1
N01294,E01294,FOLLOW,U0186,U0053,,,2026-04-17 20:56:48,WEB,EMAIL,MEDIUM,True,FAILED,1.0.0,AR,15723,,0
N01934,E01934,COMMENT,U0193,U0198,P0025,C01934,2026-04-22 12:32:00,WEB,IN_APP,HIGH,False,QUEUED,1.1.0,PE,22378,status fuera de dominio,1
N00981,E00981,COMMENT,U0197,U0037,P0023,C00981,2026-04-25 10:29:00,MOBILE,EMAIL,HIGH,True,SENT,1.2.0,PE,2833,,0
N00908,E00908,LIKE,U0072,U0175,P0018,,2026-04-30 20:34:18,WEB,PUSH,MEDIUM,True,FAILED,1.2.0,PE,9006,,0
N00975,E00975,FOLLOW,U0175,U0074,,,2026-04-27 19:32:35,MOBILE,PUSH,MEDIUM,True,PENDING,1.1.0,MX,8747,,0
N00440,E00440,FOLLOW,U0002,U0063,,,2026-04-29 17:40:35,MOBILE,IN_APP,LOW,True,SENT,1.0.0,PE,1403,,0
N01123,E01123,LIKE,U0039,U0106,P0021,,2026-04-30 21:47:08,WEB,EMAIL,MEDIUM,True,FAILED,1.0.0,CL,3009,,0
N00294,E00294,FOLLOW,U0196,U0041,,,2026-04-12 20:49:05,WEB,EMAIL,LOW,False,PENDING,2.0.0,MX,12760,,0
N01538,E01538,LIKE,U0129,U0015,P0024,,2026-04-20 13:53:26,WEB,EMAIL,MEDIUM,True,PENDING,1.1.0,MX,5212,,0
N00631,E00631,COMMENT,U0122,U0185,P0039,C00631,2026-04-13 10:32:40,WEB,PUSH,MEDIUM,False,SENT,1.2.0,CL,20672,,0
,E01968,COMMENT,U0074,U0171,P0041,C01968,2026-05-01 20:59:01,WEB,PUSH,LOW,False,FAILED,1.0.0,MX,23369,notification_id vacio,1
N00129,E00129,LIKE,U0200,U0176,P0030,,2026-04-22 18:11:51,MOBILE,IN_APP,LOW,False,SENT,1.2.0,AR,1635,,0
N01951,E01951,COMMENT,U0184,U0184,P0039,C01951,2026-04-10 09:03:29,MOBILE,PUSH,HIGH,True,PENDING,1.1.0,AR,12901,self-event: user_id igual a source_user_id,1
N01497,E01497,LIKE,U0119,U0028,P0043,,2026-04-27 10:27:05,MOBILE,PUSH,HIGH,False,SENT,2.0.0,CL,18861,,0
N01436,E01436,FOLLOW,U0193,U0101,,,2026-04-07 18:59:54,MOBILE,IN_APP,MEDIUM,False,SENT,1.2.0,AR,23576,duplicado_notification_id,1
N01113,E01113,FOLLOW,U0074,U0143,,,2026-05-03 16:20:03,MOBILE,PUSH,LOW,False,FAILED,1.0.0,AR,23926,,0
N01590,E01590,FOLLOW,U0186,U0123,,,2026-04-08 11:36:42,MOBILE,IN_APP,MEDIUM,True,SENT,1.0.0,CL,18910,,0
N00395,E00395,FOLLOW,U0187,U0011,,,2026-04-08 16:33:07,WEB,IN_APP,MEDIUM,False,SENT,1.2.0,CL,22046,,0
N01489,E01489,COMMENT,U0036,U0019,P0030,C01489,2026-04-27 16:20:07,WEB,EMAIL,MEDIUM,False,PENDING,1.0.0,AR,16199,,0
N01384,E01384,COMMENT,U0088,U0124,P0003,C01384,2026-05-01 18:40:27,MOBILE,IN_APP,HIGH,True,PENDING,1.2.0,PE,17233,,0
N00528,E00528,COMMENT,U0050,U0126,P0021,C00528,2026-04-18 16:03:58,WEB,IN_APP,HIGH,False,SENT,2.0.0,PE,12852,,0
N01816,E01816,COMMENT,U0109,U0109,P0010,C01816,2026-04-16 09:13:55,WEB,PUSH,LOW,True,SENT,1.2.0,PE,23548,self-event: user_id igual a source_user_id,1
N00534,E00534,LIKE,U0196,U0071,P0032,,2026-04-18 19:23:37,WEB,PUSH,MEDIUM,False,FAILED,2.0.0,CL,12429,,0
N00430,E00430,COMMENT,U0126,U0122,P0009,C00430,2026-05-01 11:02:26,WEB,PUSH,LOW,False,SENT,1.1.0,AR,2367,,0
N00297,E00297,FOLLOW,U0134,U0153,,,2026-04-27 14:56:43,WEB,IN_APP,LOW,False,PENDING,1.1.0,AR,13418,,0
N01074,E01074,LIKE,U0093,U0149,P0044,,2026-04-09 17:26:52,MOBILE,IN_APP,MEDIUM,False,FAILED,2.0.0,MX,18987,,0
N01155,E01155,LIKE,U0167,U0165,P0049,,2026-05-05 13:29:49,WEB,EMAIL,LOW,False,FAILED,1.1.0,MX,10492,,0
N01561,E01561,LIKE,U0185,U0096,P0040,,2026-04-11 21:42:43,MOBILE,EMAIL,LOW,True,SENT,1.1.0,MX,7633,,0
N00693,E00693,FOLLOW,U0009,U0173,,,2026-05-01 15:44:03,WEB,IN_APP,LOW,False,PENDING,1.0.0,CL,1794,,0
N01675,E01675,COMMENT,U0004,U0085,P0049,C01675,2026-04-21 12:58:16,MOBILE,IN_APP,MEDIUM,False,SENT,2.0.0,MX,5438,,0
N01141,E01141,COMMENT,U0021,U0173,P0049,C01141,2026-04-23 08:47:43,WEB,IN_APP,LOW,False,FAILED,1.0.0,PE,24027,,0
N00393,E00393,FOLLOW,U0121,U0047,,,2026-04-09 21:16:52,MOBILE,PUSH,MEDIUM,True,FAILED,1.1.0,MX,14714,,0
N01730,E01730,COMMENT,U0177,U0177,P0009,C01730,2026-04-30 20:58:22,MOBILE,EMAIL,HIGH,False,PENDING,1.1.0,AR,11486,self-event: user_id igual a source_user_id,1
N01996,E01996,SHARE,U0185,U0082,P0043,C01996,2026-04-27 11:35:37,WEB,PUSH,HIGH,True,FAILED,1.2.0,AR,5249,event_type fuera de dominio,1
N00339,E00339,LIKE,U0186,U0149,P0032,,2026-04-26 10:42:41,MOBILE,EMAIL,LOW,False,FAILED,1.0.0,AR,10613,,0
N01279,E01279,FOLLOW,U0175,U0071,,,2026-04-16 11:54:40,MOBILE,EMAIL,LOW,False,PENDING,1.1.0,AR,16253,,0
N01546,E01546,COMMENT,U0200,U0187,P0025,C01546,2026-04-19 18:17:31,WEB,IN_APP,MEDIUM,False,FAILED,1.2.0,PE,6732,,0
N00671,E00671,COMMENT,U0149,U0103,P0041,C00671,2026-04-17 08:13:14,WEB,IN_APP,LOW,True,PENDING,1.1.0,PE,14127,,0
N01082,E01082,FOLLOW,U0022,U0083,,,2026-04-23 21:02:15,WEB,PUSH,LOW,True,PENDING,1.1.0,AR,8239,,0
N00876,E00876,COMMENT,U0177,U0085,P0004,C00876,2026-04-14 17:43:32,MOBILE,PUSH,HIGH,True,FAILED,1.1.0,MX,4669,,0
N00687,E00687,FOLLOW,U0047,U0179,,,2026-05-04 14:44:02,MOBILE,IN_APP,LOW,False,FAILED,1.2.0,CL,23073,,0
N00739,E00739,FOLLOW,U0114,U0095,,,2026-05-04 09:05:07,MOBILE,PUSH,MEDIUM,True,FAILED,2.0.0,PE,22932,,0
N01955,E01955,LIKE,U0175,U0197,P0021,,2026-04-16 08:22:08,MOBILE,EMAIL,HIGH,False,SENT,0.0.0,PE,23495,SENT requiere app_version >= 1.0.0,1
N00636,E00636,COMMENT,U0098,U0066,P0006,C00636,2026-05-04 16:10:18,MOBILE,PUSH,LOW,False,SENT,1.1.0,PE,13545,,0
N00467,E00467,COMMENT,U0100,U0158,P0037,C00467,2026-05-01 11:43:56,WEB,EMAIL,MEDIUM,False,PENDING,1.2.0,CL,19294,,0
N00958,E00958,COMMENT,U0066,U0144,P0035,C00958,2026-04-16 11:04:37,MOBILE,IN_APP,LOW,True,PENDING,1.1.0,PE,18670,,0
N01416,E01416,COMMENT,U0152,U0174,P0050,C01416,2026-04-26 12:27:53,MOBILE,EMAIL,LOW,False,PENDING,1.0.0,AR,8428,,0
N01929,E01929,LIKE,U0198,U0132,P0038,,2026-04-22 12:00:09,MOBILE,IN_APP,LOW,False,FAILED,2.0.0,ES,16995,country fuera de dominio,1
N00330,E00330,FOLLOW,U0186,U0073,,,2026-04-08 16:52:49,WEB,PUSH,MEDIUM,False,SENT,1.2.0,AR,10696,,0
N01971,E01971,FOLLOW,U0140,U0011,,,2026-04-09 11:46:28,MOBILE,PUSH,MEDIUM,False,PENDING,1.2.0,CL,-304,latency_ms no puede ser negativo,1
N00538,E00538,LIKE,U0133,U0073,P0024,,2026-04-24 13:58:58,MOBILE,EMAIL,LOW,True,SENT,1.1.0,AR,18506,,0
N01884,E01884,COMMENT,U0174,U0002,P0031,C01884,2026-04-07 12:23:45,WEB,EMAIL,MEDIUM,False,FAILED,1.0.0,AR,-4610,latency_ms no puede ser negativo,1
N00343,E00343,FOLLOW,U0162,U0008,,,2026-04-19 14:49:37,MOBILE,IN_APP,LOW,False,FAILED,2.0.0,AR,12187,,0
N00957,E00957,FOLLOW,U0144,U0058,,,2026-04-17 08:59:12,WEB,EMAIL,MEDIUM,False,FAILED,1.2.0,PE,20663,,0
N01770,E01770,FOLLOW,U0005,U0199,,,2026-04-09 15:18:52,WEB,PUSH,LOW,False,FAILED,2.0.0,ES,12760,country fuera de dominio,1
N00579,E00579,FOLLOW,U0166,U0157,,,2026-04-30 09:29:12,MOBILE,IN_APP,MEDIUM,True,PENDING,2.0.0,PE,5090,,0
N01555,E01555,FOLLOW,U0007,U0178,,,2026-04-24 20:21:56,MOBILE,IN_APP,LOW,False,PENDING,2.0.0,AR,19117,,0
N00582,E00582,LIKE,U0075,U0068,P0016,,2026-04-23 11:23:37,WEB,IN_APP,HIGH,True,SENT,2.0.0,AR,10792,,0
N00645,E00645,FOLLOW,U0045,U0106,,,2026-04-09 19:45:31,MOBILE,IN_APP,MEDIUM,True,FAILED,1.0.0,MX,22228,,0
N01180,E01180,FOLLOW,U0101,U0057,,,2026-04-26 19:26:44,MOBILE,IN_APP,LOW,False,SENT,1.1.0,CL,16731,,0
N01705,E01705,COMMENT,U0185,U0035,P0005,C01705,fecha-invalida,MOBILE,IN_APP,HIGH,True,PENDING,2.0.0,MX,20021,timestamp_formato_invalido,1
N01131,E01131,COMMENT,U0192,U0195,P0043,C01131,2026-04-16 09:21:35,MOBILE,EMAIL,LOW,True,FAILED,1.0.0,PE,12673,,0
N00442,E00442,FOLLOW,U0178,U0180,,,2026-04-19 20:35:11,WEB,IN_APP,MEDIUM,True,SENT,1.2.0,PE,12277,,0
N01772,E01772,FOLLOW,U0107,U0110,,,2026-05-07 15:41:57,MOBILE,PUSH,HIGH,True,PENDING,1.0.0,AR,11284,FOLLOW no puede tener priority HIGH,1
N00390,E00390,COMMENT,U0029,U0164,P0030,C00390,2026-04-23 12:44:39,MOBILE,IN_APP,MEDIUM,False,SENT,1.1.0,CL,17729,,0
N00647,E00647,LIKE,U0057,U0191,P0002,,2026-04-16 19:22:12,WEB,EMAIL,LOW,True,SENT,2.0.0,PE,1405,,0
N01225,E01989,FOLLOW,U0079,U0054,,,2026-04-19 09:12:14,WEB,PUSH,LOW,True,FAILED,2.0.0,CL,7234,duplicado_notification_id,1
N00078,E00078,LIKE,U0061,U0162,P0044,,2026-04-30 19:05:27,MOBILE,EMAIL,LOW,False,SENT,1.2.0,CL,1707,,0
N00892,E00892,COMMENT,U0026,U0031,P0032,C00892,2026-05-06 17:34:21,MOBILE,PUSH,LOW,False,PENDING,2.0.0,PE,2426,,0
N00858,E00858,LIKE,U0057,U0188,P0045,,2026-04-22 11:10:50,WEB,EMAIL,LOW,False,FAILED,1.2.0,CL,3288,,0
N00253,E00253,FOLLOW,U0114,U0033,,,2026-04-09 21:53:51,MOBILE,PUSH,MEDIUM,True,PENDING,1.0.0,AR,19005,,0
N00770,E00770,LIKE,U0047,U0011,P0001,,2026-04-16 19:20:13,WEB,PUSH,MEDIUM,False,FAILED,1.0.0,MX,6256,,0
N01194,E01194,COMMENT,U0030,U0144,P0003,C01194,2026-05-01 10:19:08,WEB,PUSH,HIGH,True,PENDING,1.0.0,CL,3894,,0
N01293,E01293,LIKE,U0188,U0046,P0013,,2026-05-01 10:18:29,WEB,PUSH,LOW,True,FAILED,1.1.0,CL,4062,,0
N01994,E01994,COMMENT,U0095,U0086,P0037,C01994,2026-04-29 15:48:57,MOBILE,PUSH,MEDIUM,False,DELIVERED,1.0.0,MX,13847,status fuera de dominio,1
,E01861,LIKE,U0002,U0018,P0019,,2026-05-06 18:42:44,WEB,EMAIL,MEDIUM,True,FAILED,1.0.0,PE,24487,notification_id vacio,1
N01023,E01023,FOLLOW,U0049,U0188,,,2026-04-09 10:33:19,MOBILE,PUSH,LOW,True,SENT,2.0.0,MX,3420,,0
N01959,E01959,FOLLOW,U0078,U0200,,,2026-04-29 13:27:32,WEB,PHONE,MEDIUM,False,PENDING,1.2.0,CL,7798,delivery_channel fuera de dominio,1
N00686,E00686,COMMENT,U0089,U0180,P0046,C00686,2026-04-25 17:52:51,WEB,EMAIL,LOW,True,SENT,2.0.0,MX,12804,,0
N00307,E00307,FOLLOW,U0186,U0016,,,2026-05-04 14:58:37,WEB,PUSH,MEDIUM,True,FAILED,2.0.0,PE,20232,,0
N01805,E01805,COMMENT,U0120,U0184,P0035,C01805,2026-04-28 14:17:03,WEB,IN_APP,HIGH,False,FAILED,1.1.0,AR,-3946,latency_ms no puede ser negativo,1
N00444,E00444,LIKE,U0157,U0015,P0007,,2026-04-14 18:33:05,WEB,IN_APP,MEDIUM,False,FAILED,1.2.0,PE,17416,,0
N00292,E00292,FOLLOW,U0031,U0175,,,2026-04-21 12:26:03,MOBILE,EMAIL,LOW,True,PENDING,2.0.0,MX,4893,,0
N01067,E01067,FOLLOW,U0050,U0064,,,2026-05-05 11:17:08,MOBILE,EMAIL,MEDIUM,True,SENT,2.0.0,AR,22227,duplicado_notification_id,1
N01734,E01734,FOLLOW,U0045,U0052,,,2026-04-19 19:59:40,MOBILE,WHATSAPP,MEDIUM,False,SENT,1.1.0,CL,21658,delivery_channel fuera de dominio,1
N00252,E00252,LIKE,U0016,U0200,P0015,,2026-05-01 21:25:23,MOBILE,PUSH,HIGH,False,SENT,1.0.0,CL,6679,,0
N00399,E00399,COMMENT,U0092,U0186,P0009,C00399,2026-04-09 08:31:45,WEB,EMAIL,MEDIUM,False,SENT,1.1.0,PE,10806,,0
N01844,E01844,COMMENT,U0011,U0115,P0004,C01844,2026-05-07 16:40:34,IOS,PUSH,LOW,False,SENT,2.0.0,AR,17524,device fuera de dominio,1
N01519,E01519,COMMENT,U0048,U0074,P0007,C01519,2026-04-20 12:11:37,MOBILE,EMAIL,LOW,True,SENT,1.1.0,PE,11047,,0
N01073,E01073,FOLLOW,U0125,U0144,,,2026-04-11 17:24:38,MOBILE,IN_APP,MEDIUM,True,FAILED,1.0.0,CL,4049,,0
N00062,E00062,FOLLOW,U0159,U0016,,,2026-04-07 19:06:48,MOBILE,IN_APP,LOW,False,FAILED,1.0.0,AR,8059,,0
N00749,E00749,COMMENT,U0038,U0058,P0018,C00749,2026-05-04 14:14:24,MOBILE,PUSH,LOW,True,FAILED,1.2.0,MX,3330,,0
N00403,E00403,LIKE,U0009,U0052,P0007,,2026-05-01 09:02:36,WEB,EMAIL,HIGH,False,FAILED,1.2.0,CL,12204,,0
N01605,E01605,FOLLOW,U0149,U0143,,,2026-04-11 15:10:15,MOBILE,EMAIL,LOW,False,FAILED,1.1.0,CL,4363,,0
N01061,E01061,LIKE,U0172,U0088,P0049,,2026-04-29 09:50:23,MOBILE,IN_APP,MEDIUM,True,SENT,1.1.0,MX,3841,,0
N01483,E01483,LIKE,U0019,U0004,P0042,,2026-04-08 13:19:55,MOBILE,EMAIL,LOW,True,PENDING,1.0.0,MX,17948,,0
N00410,E00410,LIKE,U0198,U0177,P0018,,2026-04-21 16:36:59,MOBILE,IN_APP,HIGH,True,SENT,2.0.0,PE,5315,,0
N00691,E00691,FOLLOW,U0063,U0183,,,2026-05-03 15:52:17,MOBILE,EMAIL,LOW,True,FAILED,1.0.0,AR,9838,,0
N00293,E00293,COMMENT,U0184,U0047,P0050,C00293,2026-04-22 13:40:11,MOBILE,PUSH,MEDIUM,True,PENDING,1.2.0,AR,5724,,0
N00397,E00397,FOLLOW,U0122,U0177,,,2026-05-03 13:49:05,MOBILE,IN_APP,LOW,False,SENT,1.2.0,CL,2158,,0
N01501,E01501,LIKE,U0055,U0198,P0047,,2026-05-06 12:21:02,WEB,PUSH,LOW,False,SENT,1.1.0,CL,15544,,0
N00804,E00804,LIKE,U0092,U0193,P0019,,2026-04-21 11:20:48,WEB,EMAIL,MEDIUM,True,FAILED,1.0.0,PE,13545,,0
N00188,E00188,LIKE,U0162,U0060,P0005,,2026-05-03 08:13:32,WEB,IN_APP,MEDIUM,True,FAILED,2.0.0,MX,715,,0
N00303,E00303,LIKE,U0004,U0172,P0006,,2026-04-11 17:42:31,MOBILE,PUSH,LOW,True,FAILED,1.0.0,PE,21313,,0
N00786,E00786,COMMENT,U0042,U0079,P0022,C00786,2026-05-03 11:03:34,WEB,EMAIL,HIGH,True,SENT,1.0.0,CL,18046,,0
N01826,E01826,FOLLOW,U0068,U0071,,,2026-04-23 08:25:46,MOBILE,PUSH,MEDIUM,False,SENT,0.0.0,MX,8601,SENT requiere app_version >= 1.0.0,1
N01111,E01111,COMMENT,U0012,U0146,P0001,C01111,2026-04-27 21:16:58,WEB,PUSH,LOW,False,SENT,1.0.0,MX,12652,,0
N01253,E01253,COMMENT,U0136,U0152,P0040,C01253,2026-05-01 14:49:46,WEB,IN_APP,LOW,False,FAILED,2.0.0,CL,9522,,0
N01307,E01307,LIKE,U0104,U0097,P0037,,2026-04-30 14:09:51,MOBILE,PUSH,MEDIUM,False,PENDING,1.0.0,PE,10362,,0
N01030,E01030,LIKE,U0041,U0157,P0043,,2026-04-27 16:30:41,WEB,PUSH,HIGH,False,SENT,1.2.0,MX,10148,,0
N00271,E00271,LIKE,U0164,U0075,P0006,,2026-04-10 09:19:50,WEB,EMAIL,MEDIUM,False,FAILED,1.2.0,CL,21232,,0
N00208,E00208,FOLLOW,U0192,U0133,,,2026-04-19 19:36:14,WEB,IN_APP,MEDIUM,False,PENDING,1.1.0,PE,1004,,0
N00807,E00807,COMMENT,U0075,U0093,P0040,C00807,2026-05-06 19:49:43,MOBILE,EMAIL,MEDIUM,True,FAILED,1.0.0,AR,18776,,0
N00996,E00996,FOLLOW,U0191,U0021,,,2026-04-07 09:50:12,WEB,EMAIL,MEDIUM,True,FAILED,1.0.0,PE,18987,,0
N01883,E01883,FOLLOW,U0031,U0029,,,32/05/2026 25:00:00,MOBILE,IN_APP,MEDIUM,True,SENT,1.2.0,AR,19881,timestamp_formato_invalido,1
N01840,E01840,LIKE,U0095,U0067,P0039,,2026-05-02 12:14:35,WEB,IN_APP,HIGH,True,UNKNOWN,1.1.0,CL,15466,status fuera de dominio,1
N01497,E01936,LIKE,U0091,U0136,P0039,,2026-04-27 16:17:39,WEB,PUSH,LOW,True,PENDING,1.1.0,CL,7650,duplicado_notification_id,1
N01973,E01973,LIKE,U0199,U0090,P0005,,2026-04-28 21:25:58,WEB,EMAIL,MEDIUM,False,SENT,2.0.0,CL,-4681,latency_ms no puede ser negativo,1
N00438,E00438,COMMENT,U0187,U0197,P0029,C00438,2026-04-17 10:07:57,MOBILE,EMAIL,LOW,True,FAILED,1.2.0,CL,15228,,0
N00437,E00437,FOLLOW,U0098,U0012,,,2026-04-08 13:36:55,MOBILE,PUSH,LOW,True,SENT,1.0.0,MX,10294,,0
N01050,E01050,COMMENT,U0196,U0010,P0004,C01050,2026-04-12 11:55:47,WEB,IN_APP,HIGH,False,FAILED,2.0.0,AR,13937,,0
N00888,E00888,COMMENT,U0156,U0162,P0002,C00888,2026-04-27 09:44:28,MOBILE,PUSH,MEDIUM,True,SENT,1.2.0,MX,14536,,0
N01857,E01857,LIKE,U0106,U0145,P0040,,2026-05-07 14:26:25,WEB,PUSH,NONE,False,SENT,1.1.0,PE,12552,priority fuera de dominio,1
N01422,E01422,LIKE,U0053,U0031,P0036,,2026-04-27 11:42:51,WEB,PUSH,LOW,True,PENDING,1.2.0,MX,13098,,0
N01089,E01089,FOLLOW,U0116,U0080,,,2026-04-15 18:19:21,WEB,IN_APP,LOW,True,FAILED,1.2.0,CL,20175,,0
N01356,E01356,FOLLOW,U0156,U0113,,,2026-04-13 14:55:52,MOBILE,PUSH,LOW,True,FAILED,1.1.0,PE,13583,,0
N00475,E00475,LIKE,U0121,U0117,P0033,,2026-04-19 19:21:26,WEB,EMAIL,MEDIUM,False,SENT,1.0.0,PE,24021,,0
